Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,12.1445,5.8170,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_1,8.8692,4.3859,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_2,3.7934,14.2777,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_3,5.1609,11.7197,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_4,16.6927,6.2355,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_5,10.1317,5.3648,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_6,3.7944,8.5562,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_7,14.8589,4.3439,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_8,17.2919,8.4891,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
1,drone_9,15.5331,7.3365,17.0000,17.0000,"1.662,17.197,1.092;0.812,11.720,0.727;7.357,8.946,0.273;1.289,12.782,1.090;11.601,17.334,1.204;11.969,7.770,0.259;1.931,7.185,0.424;3.812,3.021,1.121;1.498,5.622,1.096;0.958,17.055,1.319;0.713,6.270,0.480;9.979,17.955,1.526;17.379,1.538,0.716;4.167,5.726,0.483;0.659,1.252,0.264;3.087,19.366,0.363;17.823,11.730,0.491;5.993,15.816,0.316;18.243,12.200,0.465;2.034,3.581,0.452;15.952,10.774,0.368;16.633,1.243,0.362;7.871,14.627,0.660;0.883,3.559,0.758;9.550,17.365,0.883;6.193,3.263,0.493;11.988,3.306,0.352;1.939,18.379,0.238;13.965,9.281,0.259;12.767,1.382,0.397;19.159,19.580,0.751;13.756,16.194,1.314;13.035,8.462,0.447;7.082,6.637,0.286;14.245,0.349,0.412;8.785,7.910,0.726;16.070,10.684,0.463;6.804,4.964,0.428;6.982,10.101,0.288;14.800,18.239,0.356;11.783,18.032,0.953;8.392,16.982,2.147;9.111,13.826,1.353;0.440,10.154,0.792;18.487,2.272,0.380;7.121,12.883,0.318;1.838,18.576,1.203;19.283,2.197,0.418;13.867,18.621,1.148;2.003,5.636,1.231;19.013,1.946,0.682;6.200,3.812,0.303;14.158,10.313,0.212;9.268,12.767,0.797;7.661,6.661,0.660;7.391,17.574,1.843;10.208,7.649,0.315;10.473,13.847,0.420;6.241,7.002,1.157;9.598,13.687,1.047;11.232,10.505,0.344;8.683,15.604,1.210;12.072,17.261,0.878;13.587,11.357,0.225;17.870,11.420,0.412;10.833,2.494,0.387;19.229,2.754,0.981;4.023,16.998,0.834;19.679,10.466,0.436;4.965,2.399,1.324;0.789,3.622,0.938;9.625,9.592,0.483;12.496,1.606,0.347;6.721,7.924,0.364;7.587,7.097,0.439;19.149,13.149,0.431;17.335,3.827,0.476;11.531,19.011,0.461;8.868,10.098,0.346;4.165,4.870,1.366;2.032,19.128,0.801;8.058,10.655,0.220;9.843,1.312,0.627;6.058,1.727,1.210;11.900,13.815,0.987;9.290,12.232,0.449;18.679,15.094,0.400;12.320,13.801,0.691;3.240,18.327,0.295;13.199,8.952,0.871;1.127,4.901,0.825;4.636,18.294,2.097;15.713,10.641,0.862;12.882,1.570,0.754;8.945,11.965,0.356;12.798,16.095,1.574;14.132,9.329,0.494;13.392,18.678,0.997;15.372,19.503,0.229;14.334,14.751,1.053;11.063,13.423,0.274;17.441,12.597,0.663;17.956,10.449,0.268;12.145,11.336,0.466;1.055,10.672,1.684"
