Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,8.8943,10.7959,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_1,11.4282,10.0509,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_2,17.5171,2.5447,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_3,7.3378,16.7744,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_4,8.1445,16.2275,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_5,10.0462,6.0462,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_6,12.2339,3.0437,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_7,15.1911,2.8884,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_8,4.3236,15.5961,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
1,drone_9,9.5500,13.9269,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
2,drone_0,8.9685,10.9816,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
2,drone_1,11.4532,10.2061,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
2,drone_2,17.6487,2.6953,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
2,drone_3,7.4527,16.8774,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
2,drone_4,8.2845,16.3598,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
