Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,5.0556,16.3773,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_1,9.4603,14.1321,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_2,2.5231,11.8556,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_3,8.4439,12.0282,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_4,7.4950,4.5719,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_5,17.3386,5.9051,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_6,7.0390,14.8564,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_7,2.9781,2.3025,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_8,8.0552,8.8197,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
1,drone_9,9.2475,10.5170,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
2,drone_0,5.2012,16.4508,17.0000,17.0000,"13.297,5.098,0.333;19.704,6.328,0.323;16.668,3.695,0.386;11.606,10.724,0.316;8.726,1.824,0.420;14.688,5.112,0.609;15.770,7.535,0.340;13.787,12.392,1.928;11.495,8.301,1.238;9.618,1.054,1.178;13.712,14.078,2.118;9.308,17.423,0.360;10.420,1.761,0.280;3.984,10.449,0.252;12.594,0.593,0.727;0.422,14.529,0.657;1.943,0.218,0.341;11.690,16.873,0.261;17.497,1.221,0.606;2.883,5.186,0.874;1.682,17.355,0.637;4.023,8.500,0.460;4.281,13.288,0.626;18.443,13.138,0.466;18.041,2.061,0.337;13.394,7.626,0.969;13.748,11.050,1.231;18.665,19.042,0.426;14.569,7.136,0.439;14.869,6.188,0.354;3.136,15.316,0.297;14.736,7.919,0.850;8.243,18.105,0.288;12.415,10.779,0.464;2.354,18.419,0.208;11.390,15.267,0.210;17.222,14.268,0.489;11.872,6.175,0.275;11.633,5.376,0.967;12.423,18.066,0.322;10.589,6.246,0.272;6.570,19.529,0.767;17.768,8.710,1.217;18.493,0.665,0.762;13.645,1.133,0.292;4.969,14.278,0.382;18.600,8.141,0.454;0.477,5.580,0.709;10.171,2.559,0.255;5.973,18.202,0.318;14.594,0.928,0.276;0.497,2.419,0.230;15.936,14.180,0.930;2.989,6.503,0.209;16.207,12.305,0.828;0.154,11.716,0.267;13.467,6.342,0.460;13.007,8.780,0.220;2.976,14.744,0.259;11.418,19.668,0.286;0.331,15.938,0.403;8.424,17.342,1.225;1.800,0.257,0.462;11.544,3.669,0.938;18.479,19.507,0.476;18.611,9.461,2.215;3.953,5.842,0.229;13.998,5.249,0.611;4.193,8.053,0.889;10.595,2.384,0.412;18.746,11.282,1.879;18.657,8.156,0.965;13.664,9.190,1.704;5.445,10.230,0.334;15.471,9.834,2.413;5.914,1.585,0.287;17.989,2.380,1.788;8.216,18.792,0.237;9.594,5.626,0.464;9.943,19.409,0.216;19.283,3.367,1.195;11.759,14.121,0.372;17.980,19.573,0.329;13.007,1.567,0.349;5.727,7.093,0.983;11.006,16.409,0.468;12.152,16.252,0.356;2.935,9.168,0.423;12.409,7.949,1.387;4.394,9.539,0.477;14.237,11.781,2.490;7.688,18.964,1.610;12.449,13.215,0.706;13.886,7.240,0.727;12.717,17.447,1.250;10.804,17.786,2.050"
