Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
5,drone_9,6.9687,13.4233,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_0,11.1240,3.3358,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_1,10.6499,17.5410,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_2,18.9825,16.3461,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_3,17.6596,17.7370,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_4,11.9819,4.1981,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_5,10.4880,9.5465,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_6,11.7812,8.1426,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
6,drone_9,-100.0000,-100.0000,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
7,drone_0,-100.0000,-100.0000,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
7,drone_1,10.7913,17.3996,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
7,drone_2,19.1240,16.2047,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
7,drone_3,17.8010,17.5956,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
7,drone_4,12.1233,4.0567,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
7,drone_5,10.6294,9.4051,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
7,drone_6,11.9227,8.0012,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
