Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,15.7875,6.3097,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_1,3.2935,16.4404,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_2,12.7779,3.0049,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_3,3.9795,9.9210,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_4,10.4089,3.1046,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_5,4.4120,11.2278,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_6,6.1788,1.8900,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_7,8.3120,18.6157,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_8,11.4776,4.8508,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
1,drone_9,1.4600,16.6149,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
2,drone_0,15.8642,6.4944,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
2,drone_1,3.4609,16.5499,17.0000,17.0000,"12.681,18.688,1.584;3.767,3.975,0.829;9.118,14.986,0.333;13.300,9.340,0.461;14.510,12.434,1.302;12.482,8.737,0.428;2.880,7.032,1.012;2.150,18.703,0.233;8.447,10.738,0.612;5.576,14.169,0.974;18.671,11.017,1.104;1.039,13.674,0.410;10.521,9.970,1.787;2.515,1.594,0.991;14.430,13.912,0.987;16.371,11.084,0.912;1.357,11.820,0.618;3.117,13.087,0.310;8.648,12.686,2.063;11.175,9.030,0.836;11.564,7.328,0.642;18.390,3.240,0.433;13.003,11.001,0.285;15.997,12.610,1.588;8.011,8.280,0.260;17.119,8.924,0.389;10.777,12.967,0.822;14.241,8.350,0.321;11.270,15.847,0.677;16.878,8.081,0.358;14.377,10.333,0.464;19.389,3.850,0.314;11.724,7.992,0.426;14.055,19.309,1.063;17.657,7.939,0.601;7.099,8.783,1.230;4.441,6.274,0.709;18.916,5.440,0.241;1.138,19.252,0.350;16.333,10.946,1.263;2.534,4.445,1.281;10.512,11.942,1.399;18.457,7.466,0.420;19.344,8.613,0.873;13.128,14.695,0.343;18.548,8.602,0.797;19.763,11.824,0.282;10.526,17.850,0.318;8.311,5.854,0.333;2.609,8.042,0.444;0.958,11.880,0.808;6.851,5.653,0.370;14.677,15.989,0.433;6.501,10.233,0.329;17.668,12.116,1.119;12.949,8.305,0.916;19.719,17.644,0.390;17.308,13.862,0.454;0.841,3.391,0.418;18.340,2.701,0.280;2.524,7.252,1.094;18.212,14.331,0.497;11.544,19.601,0.495;12.129,12.168,0.646;7.875,8.470,1.877;1.109,10.963,0.785;7.022,16.016,1.021;8.394,14.687,0.727;15.949,3.524,0.346;15.524,19.192,0.399;6.359,12.012,0.412;14.420,12.089,1.710;4.615,4.110,0.399;13.091,14.846,0.274;16.538,2.833,0.422;3.964,4.272,1.500;17.362,12.725,1.240;3.288,13.975,0.308;14.737,9.330,0.367;9.525,8.912,2.405;8.734,16.554,0.245;4.157,19.677,0.481;17.373,10.511,0.627;2.512,5.966,2.294;17.332,2.272,1.000;10.714,15.265,0.618;12.399,14.420,0.220;6.709,13.697,0.730;0.587,1.930,0.993"
