Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,2.6453,18.3373,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_1,14.3109,4.2191,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_2,6.5679,7.6206,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_3,7.4691,12.8896,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_4,2.6785,7.9065,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_5,16.3237,2.5506,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_6,12.8716,7.7020,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_7,6.3224,17.4161,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_8,1.4578,17.9684,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
1,drone_9,9.4832,7.6058,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
2,drone_0,2.8364,18.2781,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
2,drone_1,14.4291,4.3556,17.0000,17.0000,"6.063,1.883,0.914;18.375,5.191,0.450;4.468,13.987,0.613;16.033,19.587,0.233;9.742,2.703,1.627;15.548,0.208,0.380;7.460,19.355,0.341;10.004,5.367,0.237;17.182,9.739,0.306;1.668,4.179,0.645;12.590,13.843,0.284;3.174,0.281,0.322;14.259,19.754,0.423;2.644,13.420,1.161;16.208,6.954,1.038;16.619,10.076,1.086;11.760,12.092,0.845;8.447,2.980,0.430;11.876,4.611,0.332;11.545,3.522,1.096;17.723,13.547,1.288;15.243,14.460,0.739;2.172,2.465,0.391;8.163,15.670,0.313;7.836,2.573,0.687;11.911,14.944,2.121;5.374,14.656,0.303;12.477,11.964,0.629;12.872,17.931,1.077;0.659,12.277,0.202;2.872,15.107,0.292;17.238,5.844,0.398;13.871,15.499,0.272;4.988,3.931,0.815;19.544,9.492,0.268;3.194,14.396,0.241;11.202,17.446,1.802;1.789,2.952,0.958;8.333,4.620,0.343;19.833,19.399,0.275;12.950,11.414,0.433;18.257,12.032,1.697;5.656,14.130,0.252;12.178,11.590,1.180;0.365,13.078,0.674;1.240,4.416,0.418;4.392,13.946,1.071;2.362,9.937,0.204;17.836,10.637,2.308;0.996,2.944,1.270;5.191,0.562,0.666;17.929,8.316,2.191;12.846,12.354,1.333;4.853,15.273,0.474;4.129,5.442,0.393;7.468,1.592,0.204;15.778,8.461,0.737;3.462,0.699,0.348;0.963,14.700,0.467;2.658,12.701,1.839;10.754,3.845,1.130;14.353,0.964,0.378;14.717,18.605,0.351;10.096,19.431,0.276;6.103,9.544,0.269;5.762,14.405,0.249;5.997,5.045,0.246;16.945,19.360,0.240;15.911,13.729,0.261;18.930,13.685,0.280;19.073,1.140,0.358;14.042,11.069,0.283;16.065,11.742,2.343;4.845,14.870,0.729;4.829,2.594,0.244;18.451,4.329,0.279;7.839,18.986,0.326;8.817,4.954,0.607;13.157,18.716,1.008;0.906,1.479,0.248;15.722,10.329,1.376;13.702,17.723,0.608;14.151,2.138,0.253;7.175,3.016,1.032;13.472,0.936,0.236;4.207,3.410,1.892;18.838,4.936,0.500;2.062,4.060,2.016"
